scenario	body_id	parent_link	size_x	size_y	size_z	pose_x	pose_y	pose_z	pose_qx	pose_qy	pose_qz	pose_qw	touch_links_csv
q_000000	h_relayout_paperboard_237x170x1mm_dual	openarm_left_hand_tcp	0.001	0.17	0.237	0.071212253316466884	-0.0080259391271222114	0.077428852648809721	-0.25093338691069017	0.26472736036912814	-0.71219984718633056	0.59976932038350472	openarm_left_hand,openarm_left_left_finger,openarm_left_right_finger,openarm_left_link7,openarm_right_hand,openarm_right_left_finger,openarm_right_right_finger,openarm_right_link7
